route,url,route_file,template_type,indexable,robots,canonical,canonical_relation,in_sitemap,redirect_target,title,h1_count,source_sha256_12
/blog/lending-abo-korporatyvnyj-sajt/,https://maxsite.com.ua/blog/lending-abo-korporatyvnyj-sajt/,blog/lending-abo-korporatyvnyj-sajt/index.html,article,true,"index, follow",https://maxsite.com.ua/blog/lending-abo-korporatyvnyj-sajt/,self,true,,Landing Page чи корпоративний сайт: що обрати,1,79016ed86737
/blog/nextjs-chy-wordpress/,https://maxsite.com.ua/blog/nextjs-chy-wordpress/,blog/nextjs-chy-wordpress/index.html,article,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/blog/nextjs-chy-wordpress/,self,true,,Next.js чи WordPress: що обрати бізнесу | MAX SITE,1,273ab903da9d
/blog/pidtrymka-saytu-pislya-zapusku/,https://maxsite.com.ua/blog/pidtrymka-saytu-pislya-zapusku/,blog/pidtrymka-saytu-pislya-zapusku/index.html,article,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/blog/pidtrymka-saytu-pislya-zapusku/,self,true,,Підтримка сайту після запуску: план робіт | MAX SITE,1,733b629c2748
/blog/redesign-saytu-bez-vtraty-seo/,https://maxsite.com.ua/blog/redesign-saytu-bez-vtraty-seo/,blog/redesign-saytu-bez-vtraty-seo/index.html,article,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/blog/redesign-saytu-bez-vtraty-seo/,self,true,,Редизайн сайту без втрати SEO | MAX SITE,1,fce4629c71eb
/blog/sajt-dlya-kliningovoyi-kompaniyi/,https://maxsite.com.ua/blog/sajt-dlya-kliningovoyi-kompaniyi/,blog/sajt-dlya-kliningovoyi-kompaniyi/index.html,article,true,"index, follow",https://maxsite.com.ua/blog/sajt-dlya-kliningovoyi-kompaniyi/,self,true,,Сайт для клінінгової компанії: що має бути | MAX SITE,1,50a3ccad02c3
/blog/seo-first-pidhid/,https://maxsite.com.ua/blog/seo-first-pidhid/,blog/seo-first-pidhid/index.html,article,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/blog/seo-first-pidhid/,self,true,,SEO-FIRST: чому структура створюється до дизайну | MAX SITE,1,3e8c952bac1f
/blog/shcho-vhodyt-u-sajt-pid-klyuch/,https://maxsite.com.ua/blog/shcho-vhodyt-u-sajt-pid-klyuch/,blog/shcho-vhodyt-u-sajt-pid-klyuch/index.html,article,true,"index, follow",https://maxsite.com.ua/blog/shcho-vhodyt-u-sajt-pid-klyuch/,self,true,,Що входить у сайт під ключ: етапи й межі робіт,1,47a80757f922
/blog/shcho-vhodyt-u-stvorennya-internet-magazynu-pid-klyuch/,https://maxsite.com.ua/blog/shcho-vhodyt-u-stvorennya-internet-magazynu-pid-klyuch/,blog/shcho-vhodyt-u-stvorennya-internet-magazynu-pid-klyuch/index.html,article,true,"index, follow",https://maxsite.com.ua/blog/shcho-vhodyt-u-stvorennya-internet-magazynu-pid-klyuch/,self,true,,Що входить у створення інтернет-магазину під ключ | MAX SITE,1,b43809733b4c
/blog/skilky-koshtuye-stvorennya-internet-magazynu/,https://maxsite.com.ua/blog/skilky-koshtuye-stvorennya-internet-magazynu/,blog/skilky-koshtuye-stvorennya-internet-magazynu/index.html,article,true,"index, follow",https://maxsite.com.ua/blog/skilky-koshtuye-stvorennya-internet-magazynu/,self,true,,Скільки коштує створення інтернет-магазину у 2026 році | MAX SITE,1,72773a833051
/blog/skilky-koshtuye-stvorennya-sajtu/,https://maxsite.com.ua/blog/skilky-koshtuye-stvorennya-sajtu/,blog/skilky-koshtuye-stvorennya-sajtu/index.html,article,true,"index, follow",https://maxsite.com.ua/blog/skilky-koshtuye-stvorennya-sajtu/,self,true,,Скільки коштує створення сайту у 2026 році | MAX SITE,1,c92487f1142d
/blog/skilky-tryvaye-rozrobka-sajtu/,https://maxsite.com.ua/blog/skilky-tryvaye-rozrobka-sajtu/,blog/skilky-tryvaye-rozrobka-sajtu/index.html,article,true,"index, follow",https://maxsite.com.ua/blog/skilky-tryvaye-rozrobka-sajtu/,self,true,,Скільки триває розробка сайту: реалістичний план,1,65ca7f1e31e6
/blog/struktura-sajtu-dlya-seo/,https://maxsite.com.ua/blog/struktura-sajtu-dlya-seo/,blog/struktura-sajtu-dlya-seo/index.html,article,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/blog/struktura-sajtu-dlya-seo/,self,true,,Структура сайту для SEO: як розподілити запити | MAX SITE,1,5f091cc29514
/blog/tehnichne-seo-cheklist/,https://maxsite.com.ua/blog/tehnichne-seo-cheklist/,blog/tehnichne-seo-cheklist/index.html,article,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/blog/tehnichne-seo-cheklist/,self,true,,Технічне SEO: чекліст перед запуском | MAX SITE,1,a9262551bb1f
/blog/vnutrishnya-perelinkovka/,https://maxsite.com.ua/blog/vnutrishnya-perelinkovka/,blog/vnutrishnya-perelinkovka/index.html,article,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/blog/vnutrishnya-perelinkovka/,self,true,,Внутрішня перелінковка для SEO | MAX SITE,1,3bf82588345c
/blog/yak-pidgotuvaty-biznes-do-zapusku-sajtu/,https://maxsite.com.ua/blog/yak-pidgotuvaty-biznes-do-zapusku-sajtu/,blog/yak-pidgotuvaty-biznes-do-zapusku-sajtu/index.html,article,true,"index, follow",https://maxsite.com.ua/blog/yak-pidgotuvaty-biznes-do-zapusku-sajtu/,self,true,,Як підготувати бізнес до запуску сайту | MAX SITE,1,ce0ba5c58312
/blog/yak-pidgotuvaty-bryf-na-sajt/,https://maxsite.com.ua/blog/yak-pidgotuvaty-bryf-na-sajt/,blog/yak-pidgotuvaty-bryf-na-sajt/index.html,article,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/blog/yak-pidgotuvaty-bryf-na-sajt/,self,true,,Як підготувати бриф на створення сайту | MAX SITE,1,44d12a1a4bfd
/blog/yak-sajt-dopomagaye-otrymuvaty-zayavky/,https://maxsite.com.ua/blog/yak-sajt-dopomagaye-otrymuvaty-zayavky/,blog/yak-sajt-dopomagaye-otrymuvaty-zayavky/index.html,article,true,"index, follow",https://maxsite.com.ua/blog/yak-sajt-dopomagaye-otrymuvaty-zayavky/,self,true,,Як сайт допомагає бізнесу отримувати заявки | MAX SITE,1,435de577a630
/blog/yak-vybraty-rozrobnyka-sajtu/,https://maxsite.com.ua/blog/yak-vybraty-rozrobnyka-sajtu/,blog/yak-vybraty-rozrobnyka-sajtu/index.html,article,true,"index, follow",https://maxsite.com.ua/blog/yak-vybraty-rozrobnyka-sajtu/,self,true,,Як вибрати розробника сайту для бізнесу | MAX SITE,1,b90743f4fa38
/blog/yak-vybraty-vebstudiyu-v-ukrayini/,https://maxsite.com.ua/blog/yak-vybraty-vebstudiyu-v-ukrayini/,blog/yak-vybraty-vebstudiyu-v-ukrayini/index.html,article,true,"index, follow",https://maxsite.com.ua/blog/yak-vybraty-vebstudiyu-v-ukrayini/,self,true,,Як вибрати вебстудію в Україні: практичний чек-лист,1,24a3a0058406
/blog/yak-zamovyty-sajt-i-ne-vtratyty-groshi/,https://maxsite.com.ua/blog/yak-zamovyty-sajt-i-ne-vtratyty-groshi/,blog/yak-zamovyty-sajt-i-ne-vtratyty-groshi/index.html,article,true,"index, follow",https://maxsite.com.ua/blog/yak-zamovyty-sajt-i-ne-vtratyty-groshi/,self,true,,Як замовити сайт і не втратити гроші: чекліст | MAX SITE,1,69d2c40e6ec6
/blog/yakyj-sajt-potriben-lokalnomu-biznesu/,https://maxsite.com.ua/blog/yakyj-sajt-potriben-lokalnomu-biznesu/,blog/yakyj-sajt-potriben-lokalnomu-biznesu/index.html,article,true,"index, follow",https://maxsite.com.ua/blog/yakyj-sajt-potriben-lokalnomu-biznesu/,self,true,,Який сайт потрібен локальному бізнесу | MAX SITE,1,c514ae171172
/google-ads/,https://maxsite.com.ua/google-ads/,google-ads/index.html,supporting-page,true,"index, follow",https://maxsite.com.ua/google-ads/,self,true,,Google Ads для бізнесу — налаштування та ведення | MAX SITE,1,ab8ebb6a13a6
/google-analytics-search-console/,https://maxsite.com.ua/google-analytics-search-console/,google-analytics-search-console/index.html,supporting-page,true,"index, follow",https://maxsite.com.ua/google-analytics-search-console/,self,true,,Google Analytics і Search Console для бізнесу | MAX SITE,1,e4d94c6d47b3
/internet-magazyn-pid-klyuch/,https://maxsite.com.ua/internet-magazyn-pid-klyuch/,internet-magazyn-pid-klyuch/index.html,supporting-page,false,"noindex, follow",https://maxsite.com.ua/stvorennya-internet-mahazynu/,alternate,false,https://maxsite.com.ua/stvorennya-internet-mahazynu/,Інтернет-магазин під ключ | MAX SITE,1,d2e99c0ca536
/kalkulyator-vartosti-saytu/,https://maxsite.com.ua/kalkulyator-vartosti-saytu/,kalkulyator-vartosti-saytu/index.html,supporting-page,true,"index, follow",https://maxsite.com.ua/kalkulyator-vartosti-saytu/,self,true,,Калькулятор вартості сайту онлайн | MAX SITE,1,6f5068e5ee66
/kontakty/,https://maxsite.com.ua/kontakty/,kontakty/index.html,supporting-page,true,"index, follow",https://maxsite.com.ua/kontakty/,self,true,,Контакти MAX SITE | Створення сайтів для бізнесу,1,37cc48e7a602
/korporatyvni-sajty/,https://maxsite.com.ua/korporatyvni-sajty/,korporatyvni-sajty/index.html,supporting-page,false,"noindex, follow",https://maxsite.com.ua/stvorennya-korporatyvnoho-saytu/,alternate,false,https://maxsite.com.ua/stvorennya-korporatyvnoho-saytu/,Корпоративний сайт під ключ | MAX SITE,1,7976c015b061
/mista/,https://maxsite.com.ua/mista/,mista/index.html,city-index,true,"index, follow",https://maxsite.com.ua/mista/,self,true,,Створення сайтів по містах України | MAX SITE,1,54e7fe744a65
/mista/stvorennya-sajtiv-cherkasy/,https://maxsite.com.ua/mista/stvorennya-sajtiv-cherkasy/,mista/stvorennya-sajtiv-cherkasy/index.html,city,true,"index, follow",https://maxsite.com.ua/mista/stvorennya-sajtiv-cherkasy/,self,true,,Створення сайтів у Черкасах для бізнесу | MAX SITE,1,6c327c18158d
/mista/stvorennya-sajtiv-chernihiv/,https://maxsite.com.ua/mista/stvorennya-sajtiv-chernihiv/,mista/stvorennya-sajtiv-chernihiv/index.html,city,false,"noindex, follow",https://maxsite.com.ua/mista/stvorennya-sajtiv-chernihiv/,self,false,,Створення сайтів у Чернігові для бізнесу | MAX SITE,1,94037ba8427f
/mista/stvorennya-sajtiv-chernivtsi/,https://maxsite.com.ua/mista/stvorennya-sajtiv-chernivtsi/,mista/stvorennya-sajtiv-chernivtsi/index.html,city,false,"noindex, follow",https://maxsite.com.ua/mista/stvorennya-sajtiv-chernivtsi/,self,false,,Створення сайтів у Чернівцях під ключ | MAX SITE,1,ed13fbc62b47
/mista/stvorennya-sajtiv-dnipro/,https://maxsite.com.ua/mista/stvorennya-sajtiv-dnipro/,mista/stvorennya-sajtiv-dnipro/index.html,city,true,"index, follow",https://maxsite.com.ua/mista/stvorennya-sajtiv-dnipro/,self,true,,Створення сайтів у Дніпрі для бізнесу | MAX SITE,1,ba94af279e64
/mista/stvorennya-sajtiv-ivano-frankivsk/,https://maxsite.com.ua/mista/stvorennya-sajtiv-ivano-frankivsk/,mista/stvorennya-sajtiv-ivano-frankivsk/index.html,city,false,"noindex, follow",https://maxsite.com.ua/mista/stvorennya-sajtiv-ivano-frankivsk/,self,false,,Створення сайтів в Івано-Франківську | MAX SITE,1,77b3912e20ac
/mista/stvorennya-sajtiv-kharkiv/,https://maxsite.com.ua/mista/stvorennya-sajtiv-kharkiv/,mista/stvorennya-sajtiv-kharkiv/index.html,city,true,"index, follow",https://maxsite.com.ua/mista/stvorennya-sajtiv-kharkiv/,self,true,,Створення сайтів у Харкові під ключ | MAX SITE,1,ab64f14bd6c2
/mista/stvorennya-sajtiv-kherson/,https://maxsite.com.ua/mista/stvorennya-sajtiv-kherson/,mista/stvorennya-sajtiv-kherson/index.html,city,false,"noindex, follow",https://maxsite.com.ua/mista/stvorennya-sajtiv-kherson/,self,false,,Створення сайтів у Херсоні під ключ | MAX SITE,1,9d30896d559b
/mista/stvorennya-sajtiv-khmelnytskyi/,https://maxsite.com.ua/mista/stvorennya-sajtiv-khmelnytskyi/,mista/stvorennya-sajtiv-khmelnytskyi/index.html,city,false,"noindex, follow",https://maxsite.com.ua/mista/stvorennya-sajtiv-khmelnytskyi/,self,false,,Створення сайтів у Хмельницькому | MAX SITE,1,fb737b173a57
/mista/stvorennya-sajtiv-kropyvnytskyi/,https://maxsite.com.ua/mista/stvorennya-sajtiv-kropyvnytskyi/,mista/stvorennya-sajtiv-kropyvnytskyi/index.html,city,false,"noindex, follow",https://maxsite.com.ua/mista/stvorennya-sajtiv-kropyvnytskyi/,self,false,,Створення сайтів у Кропивницькому | MAX SITE,1,aa068afd9221
/mista/stvorennya-sajtiv-kyiv/,https://maxsite.com.ua/mista/stvorennya-sajtiv-kyiv/,mista/stvorennya-sajtiv-kyiv/index.html,city,true,"index, follow",https://maxsite.com.ua/mista/stvorennya-sajtiv-kyiv/,self,true,,Створення сайтів у Києві під ключ | MAX SITE,1,3f47a2019865
/mista/stvorennya-sajtiv-lutsk/,https://maxsite.com.ua/mista/stvorennya-sajtiv-lutsk/,mista/stvorennya-sajtiv-lutsk/index.html,city,false,"noindex, follow",https://maxsite.com.ua/mista/stvorennya-sajtiv-lutsk/,self,false,,Створення сайтів у Луцьку для бізнесу | MAX SITE,1,2b244a7507b3
/mista/stvorennya-sajtiv-lviv/,https://maxsite.com.ua/mista/stvorennya-sajtiv-lviv/,mista/stvorennya-sajtiv-lviv/index.html,city,true,"index, follow",https://maxsite.com.ua/mista/stvorennya-sajtiv-lviv/,self,true,,Створення сайтів у Львові для бізнесу | MAX SITE,1,2fa12b0a88a1
/mista/stvorennya-sajtiv-mykolaiv/,https://maxsite.com.ua/mista/stvorennya-sajtiv-mykolaiv/,mista/stvorennya-sajtiv-mykolaiv/index.html,city,false,"noindex, follow",https://maxsite.com.ua/mista/stvorennya-sajtiv-mykolaiv/,self,false,,Створення сайтів у Миколаєві | MAX SITE,1,c833befd61b8
/mista/stvorennya-sajtiv-odesa/,https://maxsite.com.ua/mista/stvorennya-sajtiv-odesa/,mista/stvorennya-sajtiv-odesa/index.html,city,true,"index, follow",https://maxsite.com.ua/mista/stvorennya-sajtiv-odesa/,self,true,,Створення сайтів в Одесі під ключ | MAX SITE,1,9c4c18493603
/mista/stvorennya-sajtiv-poltava/,https://maxsite.com.ua/mista/stvorennya-sajtiv-poltava/,mista/stvorennya-sajtiv-poltava/index.html,city,false,"noindex, follow",https://maxsite.com.ua/mista/stvorennya-sajtiv-poltava/,self,false,,Створення сайтів у Полтаві під ключ | MAX SITE,1,e1f66d586d65
/mista/stvorennya-sajtiv-rivne/,https://maxsite.com.ua/mista/stvorennya-sajtiv-rivne/,mista/stvorennya-sajtiv-rivne/index.html,city,false,"noindex, follow",https://maxsite.com.ua/mista/stvorennya-sajtiv-rivne/,self,false,,Створення сайтів у Рівному для бізнесу | MAX SITE,1,d9103e73684b
/mista/stvorennya-sajtiv-sumy/,https://maxsite.com.ua/mista/stvorennya-sajtiv-sumy/,mista/stvorennya-sajtiv-sumy/index.html,city,false,"noindex, follow",https://maxsite.com.ua/mista/stvorennya-sajtiv-sumy/,self,false,,Створення сайтів у Сумах для компаній | MAX SITE,1,70b8501ee80b
/mista/stvorennya-sajtiv-ternopil/,https://maxsite.com.ua/mista/stvorennya-sajtiv-ternopil/,mista/stvorennya-sajtiv-ternopil/index.html,city,false,"noindex, follow",https://maxsite.com.ua/mista/stvorennya-sajtiv-ternopil/,self,false,,Створення сайтів у Тернополі | MAX SITE,1,5c4b9b60c57e
/mista/stvorennya-sajtiv-ukrayina/,https://maxsite.com.ua/mista/stvorennya-sajtiv-ukrayina/,mista/stvorennya-sajtiv-ukrayina/index.html,city,true,"index, follow",https://maxsite.com.ua/mista/stvorennya-sajtiv-ukrayina/,self,true,,Створення сайтів для бізнесу по Україні | MAX SITE,1,39613260de2f
/mista/stvorennya-sajtiv-uzhhorod/,https://maxsite.com.ua/mista/stvorennya-sajtiv-uzhhorod/,mista/stvorennya-sajtiv-uzhhorod/index.html,city,false,"noindex, follow",https://maxsite.com.ua/mista/stvorennya-sajtiv-uzhhorod/,self,false,,Створення сайтів в Ужгороді для бізнесу | MAX SITE,1,a4a642dcb583
/mista/stvorennya-sajtiv-vinnytsya/,https://maxsite.com.ua/mista/stvorennya-sajtiv-vinnytsya/,mista/stvorennya-sajtiv-vinnytsya/index.html,city,false,"noindex, follow",https://maxsite.com.ua/mista/stvorennya-sajtiv-vinnytsya/,self,false,,Створення сайтів у Вінниці для бізнесу | MAX SITE,1,18f0e5daa3ce
/mista/stvorennya-sajtiv-zaporizhzhya/,https://maxsite.com.ua/mista/stvorennya-sajtiv-zaporizhzhya/,mista/stvorennya-sajtiv-zaporizhzhya/index.html,city,false,"noindex, follow",https://maxsite.com.ua/mista/stvorennya-sajtiv-zaporizhzhya/,self,false,,Створення сайтів у Запоріжжі | MAX SITE,1,69d635fc6f31
/mista/stvorennya-sajtiv-zhytomyr/,https://maxsite.com.ua/mista/stvorennya-sajtiv-zhytomyr/,mista/stvorennya-sajtiv-zhytomyr/index.html,city,false,"noindex, follow",https://maxsite.com.ua/mista/stvorennya-sajtiv-zhytomyr/,self,false,,Створення сайтів у Житомирі для бізнесу | MAX SITE,1,b206b47321d3
/nishi/,https://maxsite.com.ua/nishi/,nishi/index.html,niche-index,true,"index, follow",https://maxsite.com.ua/nishi/,self,true,,Сайти для різних ніш бізнесу | MAX SITE,1,32c5854ee33a
/nishi/sajt-dlya-avtoservisu/,https://maxsite.com.ua/nishi/sajt-dlya-avtoservisu/,nishi/sajt-dlya-avtoservisu/index.html,niche,true,"index, follow",https://maxsite.com.ua/nishi/sajt-dlya-avtoservisu/,self,true,,Сайт для автосервісу під ключ | MAX SITE,1,77b313cdce5d
/nishi/sajt-dlya-b2b-kompaniyi/,https://maxsite.com.ua/nishi/sajt-dlya-b2b-kompaniyi/,nishi/sajt-dlya-b2b-kompaniyi/index.html,niche,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/nishi/sajt-dlya-b2b-kompaniyi/,self,true,,B2B-сайт для компанії під ключ | MAX SITE,1,fcf9533a7ac1
/nishi/sajt-dlya-budivelnoyi-kompaniyi/,https://maxsite.com.ua/nishi/sajt-dlya-budivelnoyi-kompaniyi/,nishi/sajt-dlya-budivelnoyi-kompaniyi/index.html,niche,true,"index, follow",https://maxsite.com.ua/nishi/sajt-dlya-budivelnoyi-kompaniyi/,self,true,,Сайт для будівельної компанії під ключ | MAX SITE,1,5765235100ba
/nishi/sajt-dlya-dezinfekciyi/,https://maxsite.com.ua/nishi/sajt-dlya-dezinfekciyi/,nishi/sajt-dlya-dezinfekciyi/index.html,niche,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/nishi/sajt-dlya-dezinfekciyi/,self,true,,Сайт для дезінфекції під ключ | MAX SITE,1,b22a09db1a81
/nishi/sajt-dlya-eksperta/,https://maxsite.com.ua/nishi/sajt-dlya-eksperta/,nishi/sajt-dlya-eksperta/index.html,niche,true,"index, follow",https://maxsite.com.ua/nishi/sajt-dlya-eksperta/,self,true,,Сайт для експерта під ключ | MAX SITE,1,37f6d0619210
/nishi/sajt-dlya-horeca/,https://maxsite.com.ua/nishi/sajt-dlya-horeca/,nishi/sajt-dlya-horeca/index.html,niche,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/nishi/sajt-dlya-horeca/,self,true,,Сайт для HoReCa та готелів під ключ | MAX SITE,1,865d7c68bfaf
/nishi/sajt-dlya-kliningovoyi-kompaniyi/,https://maxsite.com.ua/nishi/sajt-dlya-kliningovoyi-kompaniyi/,nishi/sajt-dlya-kliningovoyi-kompaniyi/index.html,niche,true,"index, follow",https://maxsite.com.ua/nishi/sajt-dlya-kliningovoyi-kompaniyi/,self,true,,Лендінг і сайт для клінінгової компанії | MAX SITE,1,c8a3afe3c6e2
/nishi/sajt-dlya-kursiv/,https://maxsite.com.ua/nishi/sajt-dlya-kursiv/,nishi/sajt-dlya-kursiv/index.html,niche,true,"index, follow",https://maxsite.com.ua/nishi/sajt-dlya-kursiv/,self,true,,Сайт для онлайн-курсів під ключ | MAX SITE,1,f1de7d41fecc
/nishi/sajt-dlya-landshaftnoyi-kompaniyi/,https://maxsite.com.ua/nishi/sajt-dlya-landshaftnoyi-kompaniyi/,nishi/sajt-dlya-landshaftnoyi-kompaniyi/index.html,niche,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/nishi/sajt-dlya-landshaftnoyi-kompaniyi/,self,true,,Сайт для ландшафтної компанії під ключ | MAX SITE,1,3c59e57f1029
/nishi/sajt-dlya-logistychnoyi-kompaniyi/,https://maxsite.com.ua/nishi/sajt-dlya-logistychnoyi-kompaniyi/,nishi/sajt-dlya-logistychnoyi-kompaniyi/index.html,niche,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/nishi/sajt-dlya-logistychnoyi-kompaniyi/,self,true,,Сайт для логістичної компанії під ключ | MAX SITE,1,9b56e51b08e8
/nishi/sajt-dlya-lokalnogo-biznesu/,https://maxsite.com.ua/nishi/sajt-dlya-lokalnogo-biznesu/,nishi/sajt-dlya-lokalnogo-biznesu/index.html,niche,true,"index, follow",https://maxsite.com.ua/nishi/sajt-dlya-lokalnogo-biznesu/,self,true,,Сайт для локального бізнесу під ключ | MAX SITE,1,bfedb7562ff7
/nishi/sajt-dlya-magazynu/,https://maxsite.com.ua/nishi/sajt-dlya-magazynu/,nishi/sajt-dlya-magazynu/index.html,niche,true,"index, follow",https://maxsite.com.ua/nishi/sajt-dlya-magazynu/,self,true,,Сайт для магазину під ключ | MAX SITE,1,31006174b260
/nishi/sajt-dlya-meblevoyi-kompaniyi/,https://maxsite.com.ua/nishi/sajt-dlya-meblevoyi-kompaniyi/,nishi/sajt-dlya-meblevoyi-kompaniyi/index.html,niche,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/nishi/sajt-dlya-meblevoyi-kompaniyi/,self,true,,Сайт для меблевої компанії під ключ | MAX SITE,1,515b0a077181
/nishi/sajt-dlya-medychnyh-poslug/,https://maxsite.com.ua/nishi/sajt-dlya-medychnyh-poslug/,nishi/sajt-dlya-medychnyh-poslug/index.html,niche,true,"index, follow",https://maxsite.com.ua/nishi/sajt-dlya-medychnyh-poslug/,self,true,,Сайт для медичних послуг під ключ | MAX SITE,1,2a62a9fd8553
/nishi/sajt-dlya-neruhomosti/,https://maxsite.com.ua/nishi/sajt-dlya-neruhomosti/,nishi/sajt-dlya-neruhomosti/index.html,niche,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/nishi/sajt-dlya-neruhomosti/,self,true,,Сайт для нерухомості під ключ | MAX SITE,1,d6bbfd61361a
/nishi/sajt-dlya-remontnyh-poslug/,https://maxsite.com.ua/nishi/sajt-dlya-remontnyh-poslug/,nishi/sajt-dlya-remontnyh-poslug/index.html,niche,true,"index, follow",https://maxsite.com.ua/nishi/sajt-dlya-remontnyh-poslug/,self,true,,Сайт для ремонтних послуг під ключ | MAX SITE,1,0eb04220caaa
/nishi/sajt-dlya-salonu-krasy/,https://maxsite.com.ua/nishi/sajt-dlya-salonu-krasy/,nishi/sajt-dlya-salonu-krasy/index.html,niche,true,"index, follow",https://maxsite.com.ua/nishi/sajt-dlya-salonu-krasy/,self,true,,Сайт для салону краси під ключ | MAX SITE,1,295136cac680
/nishi/sajt-dlya-stomatologiyi/,https://maxsite.com.ua/nishi/sajt-dlya-stomatologiyi/,nishi/sajt-dlya-stomatologiyi/index.html,niche,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/nishi/sajt-dlya-stomatologiyi/,self,true,,Сайт для стоматології під ключ | MAX SITE,1,e043f298931d
/nishi/sajt-dlya-vyrobnytstva/,https://maxsite.com.ua/nishi/sajt-dlya-vyrobnytstva/,nishi/sajt-dlya-vyrobnytstva/index.html,niche,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/nishi/sajt-dlya-vyrobnytstva/,self,true,,Сайт для виробничої компанії під ключ | MAX SITE,1,b78def54aacd
/nishi/sajt-dlya-yurydychnoyi-kompaniyi/,https://maxsite.com.ua/nishi/sajt-dlya-yurydychnoyi-kompaniyi/,nishi/sajt-dlya-yurydychnoyi-kompaniyi/index.html,niche,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/nishi/sajt-dlya-yurydychnoyi-kompaniyi/,self,true,,Сайт для юридичної компанії під ключ | MAX SITE,1,ef3b797119d5
/pidtrymka-saytiv/,https://maxsite.com.ua/pidtrymka-saytiv/,pidtrymka-saytiv/index.html,supporting-page,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/pidtrymka-saytiv/,self,true,,Технічна підтримка сайтів для бізнесу | MAX SITE,1,ea007cee75ad
