url,route_file,template_type,indexable,canonical,title,description,h1,word_count_main,schema_types,internal_inlinks,internal_outlinks,sitemap,status_code,redirect_target,notes
https://maxsite.com.ua/blog/lending-abo-korporatyvnyj-sajt/,blog/lending-abo-korporatyvnyj-sajt/index.html,article,true,https://maxsite.com.ua/blog/lending-abo-korporatyvnyj-sajt/,Landing Page чи корпоративний сайт: що обрати,"Порівнюємо Landing Page, бізнес-сайт і корпоративний сайт за задачами, рекламою, SEO, масштабуванням, контентом та повною вартістю.",Landing Page чи корпоративний сайт: що обрати,391,Article|BreadcrumbList|ListItem|Organization|WebPage|WebSite,7,51,true,NOT_FETCHED,,
https://maxsite.com.ua/blog/nextjs-chy-wordpress/,blog/nextjs-chy-wordpress/index.html,article,true,https://maxsite.com.ua/blog/nextjs-chy-wordpress/,Next.js чи WordPress: що обрати бізнесу | MAX SITE,"Порівняння Next.js і WordPress за керованістю, швидкістю, інтеграціями та бюджетом.",Next.js чи WordPress: що обрати бізнесу,336,Article|BreadcrumbList|ListItem|Organization|WebPage|WebSite,1,31,true,NOT_FETCHED,,
https://maxsite.com.ua/blog/pidtrymka-saytu-pislya-zapusku/,blog/pidtrymka-saytu-pislya-zapusku/index.html,article,true,https://maxsite.com.ua/blog/pidtrymka-saytu-pislya-zapusku/,Підтримка сайту після запуску: план робіт | MAX SITE,"Що перевіряти щотижня й щомісяця, щоб сайт залишався швидким, безпечним та вимірюваним.",Підтримка сайту після запуску: план робіт,340,Article|BreadcrumbList|ListItem|Organization|WebPage|WebSite,2,31,true,NOT_FETCHED,,
https://maxsite.com.ua/blog/redesign-saytu-bez-vtraty-seo/,blog/redesign-saytu-bez-vtraty-seo/index.html,article,true,https://maxsite.com.ua/blog/redesign-saytu-bez-vtraty-seo/,Редизайн сайту без втрати SEO | MAX SITE,"Як оновити дизайн і структуру, зберігши URL, контент, аналітику та пошукові сигнали.",Редизайн сайту без втрати SEO,345,Article|BreadcrumbList|ListItem|Organization|WebPage|WebSite,2,31,true,NOT_FETCHED,,
https://maxsite.com.ua/blog/sajt-dlya-kliningovoyi-kompaniyi/,blog/sajt-dlya-kliningovoyi-kompaniyi/index.html,article,true,https://maxsite.com.ua/blog/sajt-dlya-kliningovoyi-kompaniyi/,Сайт для клінінгової компанії: що має бути | MAX SITE,"Що має бути на сайті клінінгової компанії: послуги, ціни, фото, FAQ, заявки, SEO та Google Ads.",Сайт для клінінгової компанії: що має бути,418,Answer|Article|BreadcrumbList|FAQPage|ListItem|Organization|Question|WebPage|WebSite,2,51,true,NOT_FETCHED,,
https://maxsite.com.ua/blog/seo-first-pidhid/,blog/seo-first-pidhid/index.html,article,true,https://maxsite.com.ua/blog/seo-first-pidhid/,SEO-FIRST: чому структура створюється до дизайну | MAX SITE,"Практичний порядок проєктування сайту під Google, рекламу та заявки.",SEO-FIRST: чому структура створюється до дизайну,343,Article|BreadcrumbList|ListItem|Organization|WebPage|WebSite,2,31,true,NOT_FETCHED,,
https://maxsite.com.ua/blog/shcho-vhodyt-u-sajt-pid-klyuch/,blog/shcho-vhodyt-u-sajt-pid-klyuch/index.html,article,true,https://maxsite.com.ua/blog/shcho-vhodyt-u-sajt-pid-klyuch/,Що входить у сайт під ключ: етапи й межі робіт,"Повний склад сайту під ключ: дослідження, структура, контент, дизайн, розробка, SEO, аналітика, QA, запуск, доступи та підтримка.",Що входить у сайт під ключ: етапи й межі робіт,424,Article|BreadcrumbList|ListItem|Organization|WebPage|WebSite,7,50,true,NOT_FETCHED,,
https://maxsite.com.ua/blog/shcho-vhodyt-u-stvorennya-internet-magazynu-pid-klyuch/,blog/shcho-vhodyt-u-stvorennya-internet-magazynu-pid-klyuch/index.html,article,true,https://maxsite.com.ua/blog/shcho-vhodyt-u-stvorennya-internet-magazynu-pid-klyuch/,Що входить у створення інтернет-магазину під ключ | MAX SITE,"Повний склад розробки інтернет-магазину: аналітика, каталог, UX, дизайн, оплата, доставка, SEO, аналітика й тестування.",Що входить у створення інтернет-магазину під ключ,324,Article|BreadcrumbList|ListItem|Organization|WebPage|WebSite,3,19,true,NOT_FETCHED,,
https://maxsite.com.ua/blog/skilky-koshtuye-stvorennya-internet-magazynu/,blog/skilky-koshtuye-stvorennya-internet-magazynu/index.html,article,true,https://maxsite.com.ua/blog/skilky-koshtuye-stvorennya-internet-magazynu/,Скільки коштує створення інтернет-магазину у 2026 році | MAX SITE,"Розбираємо вартість інтернет-магазину у 2026 році: каталог, фільтри, імпорт, оплата, доставка, CRM, SEO та підтримка.",Скільки коштує створення інтернет-магазину,403,Answer|Article|BreadcrumbList|FAQPage|ListItem|Organization|Question|WebPage|WebSite,2,23,true,NOT_FETCHED,,
https://maxsite.com.ua/blog/skilky-koshtuye-stvorennya-sajtu/,blog/skilky-koshtuye-stvorennya-sajtu/index.html,article,true,https://maxsite.com.ua/blog/skilky-koshtuye-stvorennya-sajtu/,Скільки коштує створення сайту у 2026 році | MAX SITE,"Пояснюємо вартість створення сайту у 2026 році: склад робіт, типи проєктів, інтеграції, приховані витрати та правила точного кошторису.",Скільки коштує створення сайту у 2026 році,478,Article|BreadcrumbList|ListItem|Organization|WebPage|WebSite,8,50,true,NOT_FETCHED,,
https://maxsite.com.ua/blog/skilky-tryvaye-rozrobka-sajtu/,blog/skilky-tryvaye-rozrobka-sajtu/index.html,article,true,https://maxsite.com.ua/blog/skilky-tryvaye-rozrobka-sajtu/,Скільки триває розробка сайту: реалістичний план,"Від чого залежить строк розробки сайту: бриф, структура, контент, дизайн, код, інтеграції, QA, погодження та критичний шлях.",Скільки триває розробка сайту: реалістичний план,425,Article|BreadcrumbList|ListItem|Organization|WebPage|WebSite,2,50,true,NOT_FETCHED,,
https://maxsite.com.ua/blog/struktura-sajtu-dlya-seo/,blog/struktura-sajtu-dlya-seo/index.html,article,true,https://maxsite.com.ua/blog/struktura-sajtu-dlya-seo/,Структура сайту для SEO: як розподілити запити | MAX SITE,"Як створити карту URL, уникнути канібалізації та побудувати зрозумілу перелінковку.",Структура сайту для SEO: як розподілити запити,370,Article|BreadcrumbList|ListItem|Organization|WebPage|WebSite,1,31,true,NOT_FETCHED,,
https://maxsite.com.ua/blog/tehnichne-seo-cheklist/,blog/tehnichne-seo-cheklist/index.html,article,true,https://maxsite.com.ua/blog/tehnichne-seo-cheklist/,Технічне SEO: чекліст перед запуском | MAX SITE,"Canonical, sitemap, robots, schema, 404, швидкість і мобільна перевірка сайту.",Технічне SEO: чекліст перед запуском,353,Article|BreadcrumbList|ListItem|Organization|WebPage|WebSite,2,31,true,NOT_FETCHED,,
https://maxsite.com.ua/blog/vnutrishnya-perelinkovka/,blog/vnutrishnya-perelinkovka/index.html,article,true,https://maxsite.com.ua/blog/vnutrishnya-perelinkovka/,Внутрішня перелінковка для SEO | MAX SITE,"Як пов’язати послуги, ніші, міста, кейси та статті без спаму ключовими словами.",Внутрішня перелінковка для SEO,344,Article|BreadcrumbList|ListItem|Organization|WebPage|WebSite,1,31,true,NOT_FETCHED,,
https://maxsite.com.ua/blog/yak-pidgotuvaty-biznes-do-zapusku-sajtu/,blog/yak-pidgotuvaty-biznes-do-zapusku-sajtu/index.html,article,true,https://maxsite.com.ua/blog/yak-pidgotuvaty-biznes-do-zapusku-sajtu/,Як підготувати бізнес до запуску сайту | MAX SITE,"Що підготувати перед створенням сайту: послуги, тексти, фото, переваги, ціни, FAQ і цілі.",Як підготувати бізнес до запуску сайту,382,Answer|Article|BreadcrumbList|FAQPage|ListItem|Organization|Question|WebPage|WebSite,1,49,true,NOT_FETCHED,,
https://maxsite.com.ua/blog/yak-pidgotuvaty-bryf-na-sajt/,blog/yak-pidgotuvaty-bryf-na-sajt/index.html,article,true,https://maxsite.com.ua/blog/yak-pidgotuvaty-bryf-na-sajt/,Як підготувати бриф на створення сайту | MAX SITE,"Питання про цілі, аудиторію, послуги, докази, інтеграції та відповідальних.",Як підготувати бриф на створення сайту,435,Answer|Article|BreadcrumbList|FAQPage|ListItem|Organization|Question|WebPage|WebSite,2,34,true,NOT_FETCHED,,
https://maxsite.com.ua/blog/yak-sajt-dopomagaye-otrymuvaty-zayavky/,blog/yak-sajt-dopomagaye-otrymuvaty-zayavky/index.html,article,true,https://maxsite.com.ua/blog/yak-sajt-dopomagaye-otrymuvaty-zayavky/,Як сайт допомагає бізнесу отримувати заявки | MAX SITE,"Як правильний сайт перетворює трафік із Google, реклами та соцмереж у заявки для бізнесу.",Як сайт допомагає бізнесу отримувати заявки,401,Answer|Article|BreadcrumbList|FAQPage|ListItem|Organization|Question|WebPage|WebSite,1,49,true,NOT_FETCHED,,
https://maxsite.com.ua/blog/yak-vybraty-rozrobnyka-sajtu/,blog/yak-vybraty-rozrobnyka-sajtu/index.html,article,true,https://maxsite.com.ua/blog/yak-vybraty-rozrobnyka-sajtu/,Як вибрати розробника сайту для бізнесу | MAX SITE,"Критерії вибору розробника сайту: портфоліо, процес, SEO, аналітика, доступи, кошторис, підтримка й питання перед стартом.",Як вибрати розробника сайту,289,Article|BreadcrumbList|ListItem|Organization|WebPage|WebSite,1,22,true,NOT_FETCHED,,
https://maxsite.com.ua/blog/yak-vybraty-vebstudiyu-v-ukrayini/,blog/yak-vybraty-vebstudiyu-v-ukrayini/index.html,article,true,https://maxsite.com.ua/blog/yak-vybraty-vebstudiyu-v-ukrayini/,Як вибрати вебстудію в Україні: практичний чек-лист,"Як перевірити вебстудію до договору: кейси, процес, кошторис, доступи, SEO, аналітика, ризики та питання для фінальної співбесіди.",Як вибрати вебстудію в Україні: практичний чек-лист,459,Article|BreadcrumbList|ListItem|Organization|WebPage|WebSite,7,51,true,NOT_FETCHED,,
https://maxsite.com.ua/blog/yak-zamovyty-sajt-i-ne-vtratyty-groshi/,blog/yak-zamovyty-sajt-i-ne-vtratyty-groshi/index.html,article,true,https://maxsite.com.ua/blog/yak-zamovyty-sajt-i-ne-vtratyty-groshi/,Як замовити сайт і не втратити гроші: чекліст | MAX SITE,"Як безпечно замовити сайт: цілі, структура, кошторис, права доступу, етапи оплати, SEO, аналітика, приймання та підтримка.",Як замовити сайт і не втратити гроші,286,Article|BreadcrumbList|ListItem|Organization|WebPage|WebSite,1,19,true,NOT_FETCHED,,
https://maxsite.com.ua/blog/yakyj-sajt-potriben-lokalnomu-biznesu/,blog/yakyj-sajt-potriben-lokalnomu-biznesu/index.html,article,true,https://maxsite.com.ua/blog/yakyj-sajt-potriben-lokalnomu-biznesu/,Який сайт потрібен локальному бізнесу | MAX SITE,Який сайт допоможе локальному бізнесу отримувати заявки у своєму місті через Google і рекламу.,Який сайт потрібен локальному бізнесу,418,Answer|Article|BreadcrumbList|FAQPage|ListItem|Organization|Question|WebPage|WebSite,1,49,true,NOT_FETCHED,,
https://maxsite.com.ua/google-ads/,google-ads/index.html,supporting-page,true,https://maxsite.com.ua/google-ads/,Google Ads для бізнесу — налаштування та ведення | MAX SITE,"Налаштування й ведення Google Ads для бізнесу: пошукові кампанії, ключові слова, конверсії, оптимізація та звіти. Від 6 800 грн на місяць.",Google Ads для бізнесу,364,Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Question|Service|WebPage|WebSite,96,48,true,NOT_FETCHED,,
https://maxsite.com.ua/google-analytics-search-console/,google-analytics-search-console/index.html,supporting-page,true,https://maxsite.com.ua/google-analytics-search-console/,Google Analytics і Search Console для бізнесу | MAX SITE,"Підключення та супровід Google Analytics 4 і Search Console: події, джерела звернень, індексація, помилки та звіти. Від 2 900 грн разово.",Google Analytics і Search Console,362,Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Question|Service|WebPage|WebSite,15,48,true,NOT_FETCHED,,
https://maxsite.com.ua/internet-magazyn-pid-klyuch/,internet-magazyn-pid-klyuch/index.html,supporting-page,false,https://maxsite.com.ua/stvorennya-internet-mahazynu/,Інтернет-магазин під ключ | MAX SITE,"Розробляємо інтернет-магазини під ключ: каталог, категорії, картки товарів, замовлення, адаптивність, базове SEO та аналітика.",Інтернет-магазин під ключ,300,Answer|BreadcrumbList|FAQPage|ListItem|Organization|ProfessionalService|Question|Service,0,52,false,NOT_FETCHED,,
https://maxsite.com.ua/kontakty/,kontakty/index.html,supporting-page,true,https://maxsite.com.ua/kontakty/,Контакти MAX SITE | Створення сайтів для бізнесу,"Контакти MAX SITE: телефон, Telegram, WhatsApp, Viber і форма заявки для створення сайту під ключ, SEO-сайту або Google Ads.",Контакти MAX SITE,80,BreadcrumbList|ContactPage|ListItem|Organization|WebPage|WebSite,237,42,true,NOT_FETCHED,,
https://maxsite.com.ua/korporatyvni-sajty/,korporatyvni-sajty/index.html,supporting-page,false,https://maxsite.com.ua/stvorennya-korporatyvnoho-saytu/,Корпоративний сайт під ключ | MAX SITE,"Розробляємо корпоративні сайти для компаній: послуги, команда, кейси, довіра, SEO-структура та заявки з інтернету.",Корпоративний сайт під ключ,307,Answer|BreadcrumbList|FAQPage|ListItem|Organization|ProfessionalService|Question|Service,0,52,false,NOT_FETCHED,,
https://maxsite.com.ua/mista/,mista/index.html,city-index,true,https://maxsite.com.ua/mista/,Створення сайтів по містах України | MAX SITE,"Створення сайтів для бізнесу по містах України: Київ, Львів, Дніпро, Одеса, Харків, Черкаси та інші регіони з SEO-структурою.",Створення сайтів по містах України,199,BreadcrumbList|CollectionPage|ListItem|Organization|WebPage|WebSite,140,59,true,NOT_FETCHED,,
https://maxsite.com.ua/mista/stvorennya-sajtiv-cherkasy/,mista/stvorennya-sajtiv-cherkasy/index.html,city,true,https://maxsite.com.ua/mista/stvorennya-sajtiv-cherkasy/,Створення сайтів у Черкасах для бізнесу | MAX SITE,"Створення сайтів для бізнесу в Черкасах: лендінги, сайти послуг, локальна SEO-структура, форми, аналітика й підготовка до Google Ads.",Створення сайтів у Черкасах для бізнесу,537,AggregateOffer|Answer|BreadcrumbList|City|FAQPage|ListItem|Organization|Question|Service|WebPage|WebSite,9,58,true,NOT_FETCHED,,
https://maxsite.com.ua/mista/stvorennya-sajtiv-chernihiv/,mista/stvorennya-sajtiv-chernihiv/index.html,city,false,https://maxsite.com.ua/mista/stvorennya-sajtiv-chernihiv/,Створення сайтів у Чернігові для бізнесу | MAX SITE,"Створюємо сайти для бізнесу в Чернігові: лендінги, сайти послуг, магазини, SEO-структура, аналітика та підготовка до Google Ads.",Створення сайтів у Чернігові для бізнесу,700,AggregateOffer|Answer|BreadcrumbList|City|FAQPage|ListItem|Organization|Question|Service,1,62,false,NOT_FETCHED,,
https://maxsite.com.ua/mista/stvorennya-sajtiv-chernivtsi/,mista/stvorennya-sajtiv-chernivtsi/index.html,city,false,https://maxsite.com.ua/mista/stvorennya-sajtiv-chernivtsi/,Створення сайтів у Чернівцях під ключ | MAX SITE,"Розробка сайтів у Чернівцях для послуг, готельно-ресторанного бізнесу, магазинів і експертів: дизайн, SEO, форми та аналітика.",Створення сайтів у Чернівцях для бізнесу,704,AggregateOffer|Answer|BreadcrumbList|City|FAQPage|ListItem|Organization|Question|Service,2,62,false,NOT_FETCHED,,
https://maxsite.com.ua/mista/stvorennya-sajtiv-dnipro/,mista/stvorennya-sajtiv-dnipro/index.html,city,true,https://maxsite.com.ua/mista/stvorennya-sajtiv-dnipro/,Створення сайтів у Дніпрі для бізнесу | MAX SITE,"Створення сайтів у Дніпрі для виробництва, інженерії, логістики, авто й B2B. Каталоги, запити кошторису, SEO, аналітика й online-заявки.",Створення сайтів у Дніпрі для бізнесу,967,AggregateOffer|Answer|BreadcrumbList|City|Country|FAQPage|ListItem|Organization|Question|Service|WebPage|WebSite,14,64,true,NOT_FETCHED,,
https://maxsite.com.ua/mista/stvorennya-sajtiv-ivano-frankivsk/,mista/stvorennya-sajtiv-ivano-frankivsk/index.html,city,false,https://maxsite.com.ua/mista/stvorennya-sajtiv-ivano-frankivsk/,Створення сайтів в Івано-Франківську | MAX SITE,"Сайти під ключ в Івано-Франківську для будівництва, туризму, медицини й послуг: адаптивний дизайн, SEO, аналітика та заявки.",Створення сайтів у Івано-Франківську для бізнесу,704,AggregateOffer|Answer|BreadcrumbList|City|FAQPage|ListItem|Organization|Question|Service,4,62,false,NOT_FETCHED,,
https://maxsite.com.ua/mista/stvorennya-sajtiv-kharkiv/,mista/stvorennya-sajtiv-kharkiv/index.html,city,true,https://maxsite.com.ua/mista/stvorennya-sajtiv-kharkiv/,Створення сайтів у Харкові під ключ | MAX SITE,"Створення сайтів у Харкові для IT, освіти, виробництва, медицини й ecommerce. Експертний контент, online-процес, SEO, аналітика та заявки.",Створення сайтів у Харкові під ключ,935,AggregateOffer|Answer|BreadcrumbList|City|Country|FAQPage|ListItem|Organization|Question|Service|WebPage|WebSite,12,64,true,NOT_FETCHED,,
https://maxsite.com.ua/mista/stvorennya-sajtiv-kherson/,mista/stvorennya-sajtiv-kherson/index.html,city,false,https://maxsite.com.ua/mista/stvorennya-sajtiv-kherson/,Створення сайтів у Херсоні під ключ | MAX SITE,"Дистанційне створення сайтів для бізнесу в Херсоні: послуги, каталоги, B2B, SEO-підготовка, аналітика, форми та зручне оновлення.",Створення сайтів у Херсоні для бізнесу,704,AggregateOffer|Answer|BreadcrumbList|City|FAQPage|ListItem|Organization|Question|Service,2,62,false,NOT_FETCHED,,
https://maxsite.com.ua/mista/stvorennya-sajtiv-khmelnytskyi/,mista/stvorennya-sajtiv-khmelnytskyi/index.html,city,false,https://maxsite.com.ua/mista/stvorennya-sajtiv-khmelnytskyi/,Створення сайтів у Хмельницькому | MAX SITE,"Сайти для бізнесу в Хмельницькому: торгівля, виробництво, медицина й послуги. Дизайн, SEO-архітектура, аналітика та запуск під ключ.",Створення сайтів у Хмельницькому для бізнесу,695,AggregateOffer|Answer|BreadcrumbList|City|FAQPage|ListItem|Organization|Question|Service,3,62,false,NOT_FETCHED,,
https://maxsite.com.ua/mista/stvorennya-sajtiv-kropyvnytskyi/,mista/stvorennya-sajtiv-kropyvnytskyi/index.html,city,false,https://maxsite.com.ua/mista/stvorennya-sajtiv-kropyvnytskyi/,Створення сайтів у Кропивницькому | MAX SITE,"Створюємо сайти в Кропивницькому для послуг, агро-B2B, ремонту, освіти й торгівлі: SEO, мобільна версія, аналітика та заявки.",Створення сайтів у Кропивницькому для бізнесу,687,AggregateOffer|Answer|BreadcrumbList|City|FAQPage|ListItem|Organization|Question|Service,1,62,false,NOT_FETCHED,,
https://maxsite.com.ua/mista/stvorennya-sajtiv-kyiv/,mista/stvorennya-sajtiv-kyiv/index.html,city,true,https://maxsite.com.ua/mista/stvorennya-sajtiv-kyiv/,Створення сайтів у Києві під ключ | MAX SITE,"Створення сайтів у Києві під ключ для B2B, нерухомості, медицини, ecommerce і послуг. SEO-структура, аналітика, дистанційний процес і заявки.",Створення сайтів у Києві під ключ,1061,AggregateOffer|Answer|BreadcrumbList|City|Country|FAQPage|ListItem|Organization|Question|Service|WebPage|WebSite,16,63,true,NOT_FETCHED,,
https://maxsite.com.ua/mista/stvorennya-sajtiv-lutsk/,mista/stvorennya-sajtiv-lutsk/index.html,city,false,https://maxsite.com.ua/mista/stvorennya-sajtiv-lutsk/,Створення сайтів у Луцьку для бізнесу | MAX SITE,"Розробка сайтів у Луцьку для авто, будівництва, торгівлі та послуг: прототип, адаптивний дизайн, SEO, аналітика й підготовка реклами.",Створення сайтів у Луцьку для бізнесу,676,AggregateOffer|Answer|BreadcrumbList|City|FAQPage|ListItem|Organization|Question|Service,1,62,false,NOT_FETCHED,,
https://maxsite.com.ua/mista/stvorennya-sajtiv-lviv/,mista/stvorennya-sajtiv-lviv/index.html,city,true,https://maxsite.com.ua/mista/stvorennya-sajtiv-lviv/,Створення сайтів у Львові для бізнесу | MAX SITE,"Створення сайтів у Львові для готелів, освіти, медицини й локальних брендів. Мультимовні сценарії, мобільний UX, SEO, аналітика й заявки.",Створення сайтів у Львові для бізнесу,952,AggregateOffer|Answer|BreadcrumbList|City|Country|FAQPage|ListItem|Organization|Question|Service|WebPage|WebSite,16,64,true,NOT_FETCHED,,
https://maxsite.com.ua/mista/stvorennya-sajtiv-mykolaiv/,mista/stvorennya-sajtiv-mykolaiv/index.html,city,false,https://maxsite.com.ua/mista/stvorennya-sajtiv-mykolaiv/,Створення сайтів у Миколаєві | MAX SITE,"Розробляємо сайти для компаній у Миколаєві: інженерні, логістичні, освітні та локальні послуги. SEO, дизайн, аналітика й форми.",Створення сайтів у Миколаєві для бізнесу,685,AggregateOffer|Answer|BreadcrumbList|City|FAQPage|ListItem|Organization|Question|Service,1,62,false,NOT_FETCHED,,
https://maxsite.com.ua/mista/stvorennya-sajtiv-odesa/,mista/stvorennya-sajtiv-odesa/index.html,city,true,https://maxsite.com.ua/mista/stvorennya-sajtiv-odesa/,Створення сайтів в Одесі під ключ | MAX SITE,"Створення сайтів в Одесі для hospitality, логістики, нерухомості, медицини й послуг. Сезонні офери, мультимовність, SEO та заявки без дублів.",Створення сайтів в Одесі під ключ,958,AggregateOffer|Answer|BreadcrumbList|City|Country|FAQPage|ListItem|Organization|Question|Service|WebPage|WebSite,11,64,true,NOT_FETCHED,,
https://maxsite.com.ua/mista/stvorennya-sajtiv-poltava/,mista/stvorennya-sajtiv-poltava/index.html,city,false,https://maxsite.com.ua/mista/stvorennya-sajtiv-poltava/,Створення сайтів у Полтаві під ключ | MAX SITE,"Сайти для бізнесу в Полтаві: медицина, авто, будівництво, B2B і локальні послуги. Адаптивний дизайн, SEO, аналітика та запуск.",Створення сайтів у Полтаві для бізнесу,695,AggregateOffer|Answer|BreadcrumbList|City|FAQPage|ListItem|Organization|Question|Service,3,62,false,NOT_FETCHED,,
https://maxsite.com.ua/mista/stvorennya-sajtiv-rivne/,mista/stvorennya-sajtiv-rivne/index.html,city,false,https://maxsite.com.ua/mista/stvorennya-sajtiv-rivne/,Створення сайтів у Рівному для бізнесу | MAX SITE,"Розробка сайтів у Рівному для будівництва, меблів, торгівлі та послуг: сучасний дизайн, каталог, SEO-структура, аналітика й заявки.",Створення сайтів у Рівному для бізнесу,686,AggregateOffer|Answer|BreadcrumbList|City|FAQPage|ListItem|Organization|Question|Service,3,62,false,NOT_FETCHED,,
https://maxsite.com.ua/mista/stvorennya-sajtiv-sumy/,mista/stvorennya-sajtiv-sumy/index.html,city,false,https://maxsite.com.ua/mista/stvorennya-sajtiv-sumy/,Створення сайтів у Сумах для компаній | MAX SITE,"Створюємо сайти в Сумах для освіти, виробництва, медицини, ремонту й B2B: SEO-архітектура, адаптивність, аналітика та форми.",Створення сайтів у Сумах для бізнесу,681,AggregateOffer|Answer|BreadcrumbList|City|FAQPage|ListItem|Organization|Question|Service,1,62,false,NOT_FETCHED,,
https://maxsite.com.ua/mista/stvorennya-sajtiv-ternopil/,mista/stvorennya-sajtiv-ternopil/index.html,city,false,https://maxsite.com.ua/mista/stvorennya-sajtiv-ternopil/,Створення сайтів у Тернополі | MAX SITE,"Сайти під ключ у Тернополі для медицини, освіти, будівництва й послуг: прототип, адаптивний дизайн, SEO, аналітика та заявки.",Створення сайтів у Тернополі для бізнесу,673,AggregateOffer|Answer|BreadcrumbList|City|FAQPage|ListItem|Organization|Question|Service,5,62,false,NOT_FETCHED,,
